標題,內容網址,位置,標高,照片網址
見付山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5985,高雄市桃源區,"標高 1,686公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
頭剪山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5986,高雄市桃源區,"標高 1,528公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
東來山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5987,高雄市桃源區,"標高 1,846公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
八溪山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6015,高雄市桃源區,"標高 1,882公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
魔界腕山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6016,高雄市桃源區,"標高 2,862公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
獅子尾山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6017,高雄市桃源區,"標高 1,704公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
玉德山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6018,高雄市桃源區,"標高 3,045公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
荖濃山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6019,高雄市桃源區,"標高 2,199公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
多尾蘭山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6020,高雄市桃源區,"標高 2,398公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
五溪山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6026,高雄市桃源區,"標高 2,057公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
六溪山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6027,高雄市桃源區,"標高 1,717公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
新素左屈,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6029,高雄市桃源區,"標高 2,809公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
良楠山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6037,高雄市桃源區,"標高 1,587公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
寶山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6203,高雄市桃源區,"標高 1,410公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
排剪山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6204,高雄市桃源區,"標高 1,031公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
塔羅留山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6205,高雄市桃源區,"標高 1,360公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
歐帕喀爾山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6207,高雄市桃源區,"標高 1,170公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
西良母嵐山南峰,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6208,高雄市桃源區,標高 860公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
拉克斯山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6209,高雄市桃源區,"標高 1,060公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
安東昆山東北峰,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6211,高雄市桃源區,"標高 2,924公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
廣東丸山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6212,高雄市桃源區,"標高 2,670公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
大肚關山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6215,高雄市桃源區,"標高 1,021公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
九溪山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6217,高雄市桃源區,"標高 2,550公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
大孟浪山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6459,"高雄市桃源區,高雄市桃源區茂林區","標高 2,460公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
東蕃里山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6474,高雄市桃源區,"標高 1,158公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
玉山圓峰,https://hiking.biji.co/index.php?q=mountain&act=detail&id=7316,高雄市桃源區,"標高 3,752公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
魔保來山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=7362,高雄市桃源區,"標高 2,857公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
3269峰,https://hiking.biji.co/index.php?q=mountain&act=detail&id=7465,高雄市桃源區,"標高 3,265公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
馬馬宇頓山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=7498,"高雄市桃源區,","標高 2,029公尺",https://cdntwrunning.biji.co/300_cc24f20ba5273a4eca58fb2567efd0f9.jpg
玉山小南山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=7510,高雄市桃源區,"標高 3,852公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
SZ56,https://hiking.biji.co/index.php?q=mountain&act=detail&id=7557,高雄市桃源區,標高 821公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
S025,https://hiking.biji.co/index.php?q=mountain&act=detail&id=7558,高雄市桃源區,標高 906公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
他果晏山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=7669,高雄市桃源區,"標高 1,688公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
河表湖山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5671,高雄市那瑪夏區,"標高 1,185公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
小鞍輪名山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5972,高雄市那瑪夏區,"標高 1,578公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
二溪山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6024,高雄市那瑪夏區,"標高 1,453公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
四溪山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6030,高雄市那瑪夏區,"標高 2,116公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
曲積山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6033,高雄市那瑪夏區,"標高 1,409公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
玉打山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6034,高雄市那瑪夏區,"標高 1,271公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
高庭山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6035,高雄市那瑪夏區,"標高 1,707公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
飭山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6036,高雄市那瑪夏區,"標高 2,275公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
托亞奇伊山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6165,高雄市那瑪夏區,標高 900公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
拉比嶺山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6190,高雄市那瑪夏區,"標高 1,172公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
二寮坑山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6191,高雄市那瑪夏區,標高 491公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
可那部西南峰,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6210,高雄市那瑪夏區,"標高 2,130公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
楠梓仙山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6213,高雄市那瑪夏區,"標高 1,446公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
玉打山北峰,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6214,高雄市那瑪夏區,"標高 1,310公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
南飭山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6216,高雄市那瑪夏區,"標高 2,220公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
鳴海山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=169,高雄市茂林區,"標高 1,411公尺",https://cdntwrunning.biji.co/300_fa89f8d95cfbf467421538e5d7e7bab3e0aee14794f0614f38753d49f16ea75b.jpg
尾寮山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=171,"屏東縣三地門鄉,高雄市茂林區","標高 1,427公尺",https://cdntwrunning.biji.co/300_57600aad4a24140589ff8883a60b11a76f7028da5395e93df0fbe83b0e10bdab.jpg
網子山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=744,高雄市茂林區,"標高 1,378公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
鳴海下山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=745,高雄市茂林區,"標高 1,371公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
屯子山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5710,高雄市茂林區,"標高 1,822公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
遙拜山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5716,高雄市茂林區,"標高 2,415公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
鳥山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5940,高雄市茂林區,"標高 2,292公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
足母山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5942,高雄市茂林區,"標高 1,217公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
德德山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5943,高雄市茂林區,標高 806公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
吉田山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5944,高雄市茂林區,"標高 1,315公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
歡喜山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5953,高雄市茂林區,"標高 2,326公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
內本鹿山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5958,高雄市茂林區,"標高 2,459公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
萬頭蘭,https://hiking.biji.co/index.php?q=mountain&act=detail&id=7391,高雄市茂林區,"標高 1,475公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
龜山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5627,"屏東縣屏東市, 屏東縣車城鄉,",標高 81公尺,https://cdntwrunning.biji.co/300_4d3bcf67b1a8c75b9e0bd05c5671e9cd.jpg
埤亦山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5633,"屏東縣屏東市,屏東縣屏東市滿州鄉",標高 362公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
保和以山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5655,"屏東縣屏東市,屏東縣屏東市來義鄉",標高 684公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
佳菩安山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5665,"屏東縣屏東市,屏東縣屏東市獅子鄉","標高 1,083公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
豬老束山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5666,"屏東縣屏東市,屏東縣屏東市滿州鄉",標高 410公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
南湖呂山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5667,"屏東縣屏東市,屏東縣屏東市獅子鄉","標高 1,325公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
鐵劍山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5668,"屏東縣屏東市,屏東縣屏東市獅子鄉",標高 519公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
老佛山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5669,"屏東縣屏東市,屏東縣屏東市滿州鄉",標高 674公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
久保山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5702,"屏東縣屏東市,屏東縣屏東市來義鄉","標高 1,506公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
知本主山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5703,屏東縣屏東市,"標高 2,229公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
大母母山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5709,"屏東縣屏東市,屏東縣屏東市三地門鄉","標高 2,423公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
南勢湖山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5764,"屏東縣屏東市,屏東縣屏東市車城鄉",標高 325公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
茄芝萊山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5765,"屏東縣屏東市,屏東縣屏東市牡丹鄉",標高 527公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
牡丹池山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5766,"屏東縣屏東市,屏東縣屏東市牡丹鄉",標高 553公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
四林格山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5767,"屏東縣屏東市,屏東縣屏東市牡丹鄉",標高 592公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
茶茶牙頓山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5768,"屏東縣屏東市,屏東縣屏東市獅子鄉","標高 1,325公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
巴士墨山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5769,"屏東縣屏東市,屏東縣屏東市獅子鄉",標高 506公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
北湖呂山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5770,"屏東縣屏東市,屏東縣屏東市春日鄉","標高 1,357公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
耆路知可山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5771,"屏東縣屏東市,屏東縣屏東市獅子鄉",標高 915公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
草埔後山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5772,"屏東縣屏東市,屏東縣屏東市獅子鄉",標高 903公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
戶亞宇山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5914,"屏東縣屏東市,屏東縣屏東市來義鄉",標高 984公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
文丁山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5915,"屏東縣屏東市,屏東縣屏東市泰武鄉",標高 877公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
吐蛇流山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5916,"屏東縣屏東市,屏東縣屏東市泰武鄉","標高 1,584公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
來社山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5917,"屏東縣屏東市,屏東縣屏東市來義鄉","標高 1,853公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
茶仁山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5918,"屏東縣屏東市,屏東縣屏東市來義鄉","標高 2,139公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
卡山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5919,"屏東縣屏東市,屏東縣屏東市來義鄉","標高 1,554公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
句奈山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5920,"屏東縣屏東市,屏東縣屏東市來義鄉","標高 1,554公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
一場山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5934,屏東縣屏東市,"標高 1,403公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
朗吾呂山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5935,屏東縣屏東市,"標高 1,610公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
三地山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5936,"屏東縣屏東市,屏東縣屏東市三地門鄉","標高 1,052公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
麻留貿山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5937,屏東縣屏東市,"標高 2,287公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
倫原山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5938,屏東縣屏東市,"標高 2,434公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
龍母拜山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5939,"屏東縣屏東市,屏東縣屏東市三地門鄉",標高 732公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
京大山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5941,"屏東縣屏東市,屏東縣屏東市三地門鄉","標高 1,673公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
王霸邊浦山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5948,屏東縣屏東市,"標高 2,407公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
拜燦山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=5954,屏東縣屏東市,"標高 2,297公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
大津,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6201,"屏東縣屏東市,屏東縣屏東市高樹鄉",標高 250公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
蚊罩山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6218,"屏東縣屏東市,屏東縣屏東市牡丹鄉",標高 704公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
大石板山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6219,"屏東縣屏東市,屏東縣屏東市牡丹鄉",標高 544公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
過溪山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6220,"屏東縣屏東市,屏東縣屏東市滿州鄉",標高 130公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
高士山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6221,"屏東縣屏東市,屏東縣屏東市牡丹鄉",標高 384公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
川七山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6222,"屏東縣屏東市,屏東縣屏東市滿州鄉",標高 205公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
下牡丹池山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6223,"屏東縣屏東市,屏東縣屏東市牡丹鄉",標高 450公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
溪仔口山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6224,"屏東縣屏東市,屏東縣屏東市滿州鄉",標高 200公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
魚蘭濫山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6225,"屏東縣屏東市,屏東縣屏東市滿州鄉",標高 401公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
上牡丹東山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6226,"屏東縣屏東市,屏東縣屏東市牡丹鄉",標高 330公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
著地螺留山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6227,"屏東縣屏東市,屏東縣屏東市春日鄉",標高 870公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
北里龍山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6228,"屏東縣屏東市,屏東縣屏東市獅子鄉",標高 813公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
新路山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6229,"屏東縣屏東市,屏東縣屏東市獅子鄉",標高 100公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
里龍下山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6230,"屏東縣屏東市,屏東縣屏東市獅子鄉",標高 345公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
耆古巴林山東峰,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6231,"屏東縣屏東市,屏東縣屏東市獅子鄉",標高 556公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
武潭山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6232,"屏東縣屏東市,屏東縣屏東市泰武鄉",標高 480公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
日湯真山西南峰,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6233,"屏東縣屏東市,屏東縣屏東市泰武鄉",標高 650公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
旗鹽主山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6234,"屏東縣屏東市,屏東縣屏東市瑪家鄉","標高 1,970公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
西大武山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6235,"屏東縣屏東市,屏東縣屏東市泰武鄉","標高 1,894公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
真雅社山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6236,"屏東縣屏東市,屏東縣屏東市來義鄉",標高 810公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
龜子角山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6237,"屏東縣屏東市,屏東縣屏東市滿州鄉",標高 20公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
虱母山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6238,"屏東縣屏東市,屏東縣屏東市牡丹鄉",標高 384公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
四重溪,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6239,"屏東縣屏東市,屏東縣屏東市車城鄉",標高 124公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
張十六山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6240,"屏東縣屏東市,屏東縣屏東市牡丹鄉",標高 210公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
張十九山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6241,"屏東縣屏東市,屏東縣屏東市牡丹鄉",標高 200公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
達洼蘭山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6242,"屏東縣屏東市,屏東縣屏東市三地門鄉","標高 1,488公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
莎卡蘭山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6243,"屏東縣屏東市,屏東縣屏東市三地門鄉",標高 682公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
德社山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6244,"屏東縣屏東市,屏東縣屏東市三地門鄉",標高 500公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
坪埔厝山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6341,"屏東縣屏東市,屏東縣屏東市獅子鄉",標高 532公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
萬金山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6351,"屏東縣屏東市,屏東縣屏東市泰武鄉,屏東縣屏東市泰武鄉獅子鄉",標高 241公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
下里龍山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6374,"屏東縣屏東市,屏東縣屏東市獅子鄉",標高 723公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
霧里乙南山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6380,"屏東縣屏東市,屏東縣屏東市獅子鄉",標高 747公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
赤牛嶺,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6382,"屏東縣屏東市,屏東縣屏東市恆春鄉",標高 283公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
埤子頭山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6389,"屏東縣屏東市,屏東縣屏東市內埔鄉",標高 150公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
大圓山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6413,"屏東縣屏東市,屏東縣屏東市恆春鄉",標高 158公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
高士佛山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6414,"屏東縣屏東市,屏東縣屏東市牡丹鄉",標高 514公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
牡丹山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6415,"屏東縣屏東市,屏東縣屏東市牡丹鄉",標高 566公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
馬鞍山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6416,"屏東縣屏東市,屏東縣屏東市恆春鄉",標高 83公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
觀音鼻,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6418,"屏東縣屏東市,屏東縣屏東市牡丹鄉",標高 286公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
龜呵吠山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6419,"屏東縣屏東市,屏東縣屏東市恆春鄉",標高 276公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
三台山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6421,"屏東縣屏東市,屏東縣屏東市恆春鄉",標高 433公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
港口,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6422,"屏東縣屏東市,屏東縣屏東市滿州鄉",標高 354公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
五重溪山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6423,"屏東縣屏東市,屏東縣屏東市車城鄉",標高 391公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
九棚山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6424,"屏東縣屏東市,屏東縣屏東市滿州鄉",標高 351公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
亞泥笛山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6461,屏東縣屏東市,"標高 1,621公尺",http://hiking.biji.co/resource/images/default_img/default3v2.jpg
內寮山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6464,"屏東縣屏東市,屏東縣屏東市春日鄉",標高 214公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
上楓港山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6938,"屏東縣屏東市,屏東縣屏東市枋山鄉",標高 130公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
枋山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6939,"屏東縣屏東市,屏東縣屏東市獅子鄉",標高 416公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
白沙彌山,https://hiking.biji.co/index.php?q=mountain&act=detail&id=6940,"屏東縣屏東市,屏東縣屏東市滿州鄉",標高 205公尺,http://hiking.biji.co/resource/images/default_img/default3v2.jpg
